Kode Universitas,Nama Universitas,No,Kode Prodi,Nama Prodi,Tingkat,Kuota,Peminat,Portofolio,Provinsi,Rank,Minat,Klaster
353,Universitas Sebelas Maret,70,13531095,BAHASA MANDARIN DAN KEBUDAYAAN TIONGKOK,Sarjana,23,235.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,71,13531096,BISNIS DIGITAL,Sarjana,36,1712.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,72,13531097,SAINS DATA,Sarjana,18,409.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,73,13531104,ILMU ADMINISTRASI NEGARA (KAMPUS KABUPATEN KEBUMEN),Sarjana,40,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,74,13531105,INFORMATIKA (KAMPUS KABUPATEN KEBUMEN),Sarjana,25,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,75,13531106,PROTEKSI TANAMAN,Sarjana,40,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,76,13532033,KESELAMATAN DAN KESEHATAN KERJA,Sarjana Terapan,36,5683.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,77,13532071,DEMOGRAFI DAN PENCATATAN SIPIL,Sarjana Terapan,45,2144.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,78,13532098,KEPERAWATAN ANESTESIOLOGI,Sarjana Terapan,18,4376.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,79,13532099,TEKNOLOGI REKAYASA MANUFAKTUR,Sarjana Terapan,30,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,80,13532100,PEMASARAN DIGITAL,Sarjana Terapan,35,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,81,13532101,PERBANKAN DAN KEUANGAN DIGITAL,Sarjana Terapan,40,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,82,13532107,BAHASA  MANDARIN UNTUK KOMUNIKASI BISNIS DAN PROFESIONAL,Sarjana Terapan,30,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,83,13533072,AKUNTANSI,Diploma Tiga,27,2325.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,84,13533073,KEBIDANAN,Diploma Tiga,27,1804.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,85,13533076,PERPUSTAKAAN,Diploma Tiga,24,1374.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,86,13533077,TEKNOLOGI HASIL PERTANIAN,Diploma Tiga,24,1471.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,87,13533078,PERPAJAKAN,Diploma Tiga,27,3154.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,88,13533079,TEKNIK INFORMATIKA,Diploma Tiga,27,3655.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,89,13533081,USAHA PERJALANAN WISATA,Diploma Tiga,27,1289.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,90,13533082,AGRIBISNIS,Diploma Tiga,39,2157.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,91,13533083,TEKNIK KIMIA,Diploma Tiga,14,894.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,92,13533088,KOMUNIKASI TERAPAN,Diploma Tiga,45,2113.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,93,13533089,FARMASI,Diploma Tiga,21,5021.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,94,13533090,BUDI DAYA TERNAK,Diploma Tiga,18,861.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,95,13533091,MANAJEMEN ADMINISTRASI,Diploma Tiga,27,2516.0,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,96,13533102,TEKNIK INFORMATIKA (KAMPUS KABUPATEN MADIUN),Diploma Tiga,30,,Tidak Ada,Jawa Tengah,,,
353,Universitas Sebelas Maret,97,13533103,AKUNTANSI (KAMPUS KABUPATEN MADIUN),Diploma Tiga,30,,Tidak Ada,Jawa Tengah,,,
354,ISI Surakarta,1,13541001,TARI,Sarjana,52,132.0,Tari,Jawa Tengah,,,
354,ISI Surakarta,2,13541002,ETNOMUSIKOLOGI,Sarjana,32,15.0,Etnomusikologi,Jawa Tengah,,,
354,ISI Surakarta,3,13541003,TEATER,Sarjana,16,13.0,Teater,Jawa Tengah,,,
354,ISI Surakarta,8,13541008,FILM DAN TELEVISI,Sarjana,60,315.0,Film dan Televisi,Jawa Tengah,,,
354,ISI Surakarta,9,13541009,FOTOGRAFI,Sarjana,48,133.0,Fotografi,Jawa Tengah,,,
354,ISI Surakarta,10,13541010,SENI KARAWITAN,Sarjana,44,60.0,Seni Karawitan,Jawa Tengah,,,
354,ISI Surakarta,11,13541011,SENI PEDALANGAN,Sarjana,20,21.0,Seni Pedalangan,Jawa Tengah,,,
354,ISI Surakarta,12,13541014,SENI INTERMEDIA,Sarjana,10,5.0,Tidak Ada,Jawa Tengah,,,
354,ISI Surakarta,13,13541015,KOREOGRAFI INKUIRI,Sarjana,10,8.0,Tidak Ada,Jawa Tengah,,,
354,ISI Surakarta,15,13541020,ARSITEKTUR,Sarjana,10,,Tidak Ada,Jawa Tengah,,,
354,ISI Surakarta,19,13542018,TATA KELOLA SENI,Sarjana Terapan,10,,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,1,13551001,KESEHATAN MASYARAKAT,Sarjana,123,2346.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,2,13551002,KEDOKTERAN,Sarjana,90,3243.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,3,13551003,KEPERAWATAN,Sarjana,81,2121.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,4,13551004,GIZI,Sarjana,53,1252.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,5,13551005,MATEMATIKA,Sarjana,66,320.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,6,13551006,BIOLOGI,Sarjana,63,312.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,7,13551007,KIMIA,Sarjana,63,345.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,8,13551008,FISIKA,Sarjana,63,147.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,9,13551009,STATISTIKA,Sarjana,66,851.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,10,13551010,INFORMATIKA,Sarjana,75,2183.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,11,13551011,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,45,292.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,12,13551012,AKUAKULTUR,Sarjana,38,164.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,13,13551013,PERIKANAN TANGKAP,Sarjana,38,189.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,14,13551014,ILMU KELAUTAN,Sarjana,62,453.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,15,13551015,OCEANOGRAFI,Sarjana,53,345.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,16,13551016,TEKNOLOGI HASIL PERIKANAN,Sarjana,36,234.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,17,13551017,TEKNIK SIPIL,Sarjana,75,1799.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,18,13551018,ARSITEKTUR,Sarjana,70,1136.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,19,13551019,TEKNIK MESIN,Sarjana,75,1120.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,20,13551020,TEKNIK KIMIA,Sarjana,75,887.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,21,13551021,TEKNIK ELEKTRO,Sarjana,70,1099.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,22,13551022,PERENCANAAN WILAYAH DAN KOTA,Sarjana,75,1192.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,23,13551023,TEKNIK INDUSTRI,Sarjana,75,1697.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,24,13551024,TEKNIK LINGKUNGAN,Sarjana,70,964.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,25,13551025,TEKNIK PERKAPALAN,Sarjana,70,601.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,26,13551026,TEKNIK GEOLOGI,Sarjana,60,1078.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,27,13551027,TEKNIK GEODESI,Sarjana,60,604.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,28,13551028,TEKNIK KOMPUTER,Sarjana,65,954.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,29,13551029,PETERNAKAN,Sarjana,105,722.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,30,13551030,TEKNOLOGI PANGAN,Sarjana,72,1481.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,31,13551031,AGROEKOTEKNOLOGI,Sarjana,66,495.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,32,13551032,AGRIBISNIS,Sarjana,66,709.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,33,13551033,KEDOKTERAN GIGI,Sarjana,15,736.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,34,13551034,FARMASI,Sarjana,27,1277.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,35,13551035,BIOTEKNOLOGI,Sarjana,42,439.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,36,13551036,SASTRA INDONESIA,Sarjana,77,423.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,37,13551037,SASTRA INGGRIS,Sarjana,65,782.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,38,13551038,SEJARAH,Sarjana,62,245.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,39,13551039,ILMU PERPUSTAKAAN,Sarjana,59,575.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,40,13551040,HUKUM,Sarjana,276,4520.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,41,13551041,MANAJEMEN,Sarjana,117,2823.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,42,13551042,EKONOMI,Sarjana,97,893.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,43,13551043,AKUNTANSI,Sarjana,117,2321.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,44,13551044,ADMINISTRASI PUBLIK,Sarjana,75,1362.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,45,13551045,ADMINISTRASI BISNIS,Sarjana,84,2190.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,46,13551046,ILMU PEMERINTAHAN,Sarjana,78,1134.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,47,13551047,ILMU KOMUNIKASI,Sarjana,84,2116.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,48,13551048,PSIKOLOGI,Sarjana,120,3771.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,49,13551049,BAHASA DAN KEBUDAYAAN JEPANG,Sarjana,59,493.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,50,13551050,HUBUNGAN INTERNASIONAL,Sarjana,63,1286.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,51,13551051,ANTROPOLOGI SOSIAL,Sarjana,60,676.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,52,13551052,EKONOMI ISLAM,Sarjana,60,512.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,53,13551053,ADMINISTRASI PUBLIK KAMPUS REMBANG,Sarjana,45,260.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,54,13551086,BISNIS DIGITAL,Sarjana,36,2075.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,55,13551087,KESELAMATAN DAN KESEHATAN KERJA,Sarjana,36,2822.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,56,13551088,AGRIBISNIS KAMPUS BATANG,Sarjana,30,,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,57,13551089,TEKNOLOGI DAN BISNIS PERIKANAN DAN KELAUTAN,Sarjana,15,,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,58,13552075,TEKNOLOGI REKAYASA KIMIA INDUSTRI,Sarjana Terapan,39,1302.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,59,13552076,TEKNOLOGI REKAYASA OTOMASI,Sarjana Terapan,39,513.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,60,13552077,REKAYASA PERANCANGAN MEKANIK,Sarjana Terapan,39,322.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,61,13552078,TEKNOLOGI REKAYASA KONSTRUKSI PERKAPALAN,Sarjana Terapan,36,548.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,62,13552079,TEKNIK LISTRIK INDUSTRI,Sarjana Terapan,39,643.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,63,13552080,PERENCANAAN TATA RUANG DAN PERTANAHAN,Sarjana Terapan,45,1574.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,64,13552081,TEKNIK INFRASTRUKTUR SIPIL DAN PERANCANGAN ARSITEKTUR,Sarjana Terapan,63,2723.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,65,13552082,AKUNTANSI PERPAJAKAN,Sarjana Terapan,129,5115.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,66,13552083,MANAJEMEN DAN ADMINISTRASI LOGISTIK,Sarjana Terapan,69,3353.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,67,13552084,BAHASA ASING TERAPAN,Sarjana Terapan,45,1302.0,Tidak Ada,Jawa Tengah,,,
355,Universitas Diponegoro,68,13552085,INFORMASI DAN HUMAS,Sarjana Terapan,69,3273.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,1,13561001,PENDIDIKAN MATEMATIKA,Sarjana,59,513.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,2,13561002,PENDIDIKAN FISIKA,Sarjana,42,104.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,3,13561003,PENDIDIKAN KIMIA,Sarjana,42,142.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,4,13561004,PENDIDIKAN BIOLOGI,Sarjana,41,324.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,5,13561005,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,27,126.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,6,13561006,PENDIDIKAN TEKNIK MESIN,Sarjana,27,135.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,7,13561007,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,27,133.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,8,13561008,ILMU KEOLAHRAGAAN,Sarjana,38,198.0,Olahraga,Jawa Tengah,,,
356,Universitas Negeri Semarang,9,13561009,MATEMATIKA,Sarjana,27,139.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,10,13561010,FISIKA,Sarjana,37,97.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,11,13561011,KIMIA,Sarjana,30,115.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,12,13561012,BIOLOGI,Sarjana,30,203.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,13,13561013,KESEHATAN MASYARAKAT,Sarjana,83,2060.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,14,13561014,PENDIDIKAN IPA,Sarjana,35,303.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,15,13561015,PEND. TEKNIK INFORMATIKA & KOMPUTER,Sarjana,32,417.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,16,13561016,TEKNIK ARSITEKTUR,Sarjana,45,571.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,17,13561017,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,27,161.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,18,13561018,TEKNIK KIMIA,Sarjana,45,370.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,19,13561019,TEKNIK MESIN,Sarjana,53,793.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,20,13561020,TEKNIK SIPIL,Sarjana,53,1209.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,21,13561021,TEKNIK INFORMATIKA,Sarjana,54,1613.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,22,13561022,TEKNIK ELEKTRO,Sarjana,45,649.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,23,13561023,GIZI,Sarjana,53,1192.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,24,13561024,SISTEM INFORMASI,Sarjana,30,984.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,25,13561025,ILMU LINGKUNGAN,Sarjana,27,400.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,26,13561026,FARMASI,Sarjana,41,1594.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,27,13561027,TEKNIK KOMPUTER,Sarjana,15,415.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,28,13561028,BIMBINGAN DAN KONSELING,Sarjana,45,903.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,29,13561029,TEKNOLOGI PENDIDIKAN,Sarjana,30,237.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,30,13561030,PENDIDIKAN NON FORMAL,Sarjana,30,101.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,31,13561031,PENDIDIKAN PANCASILA & KEWARGANEGARAAN,Sarjana,45,314.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,32,13561032,PENDIDIKAN GEOGRAFI,Sarjana,30,174.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,33,13561033,PENDIDIKAN SEJARAH,Sarjana,30,249.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,35,13561035,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,60,462.0,Olahraga,Jawa Tengah,,,
356,Universitas Negeri Semarang,36,13561036,PENDIDIKAN TATA BOGA,Sarjana,30,569.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,37,13561037,PENDIDIKAN TATA BUSANA,Sarjana,30,417.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,38,13561038,PENDIDIKAN SOSIOLOGI & ANTROPOLOGI,Sarjana,45,392.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,39,13561039,EKONOMI PEMBANGUNAN,Sarjana,90,978.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,40,13561040,MANAJEMEN,Sarjana,144,2899.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,41,13561041,PSIKOLOGI,Sarjana,71,2000.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,42,13561042,GEOGRAFI,Sarjana,68,465.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,43,13561043,ILMU HUKUM,Sarjana,278,2610.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,44,13561044,AKUNTANSI,Sarjana,126,1899.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,46,13561046,PENDIDIKAN AKUNTANSI,Sarjana,41,354.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,47,13561047,PENDIDIKAN EKONOMI,Sarjana,41,142.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,48,13561048,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,38,517.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,49,13561049,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,60,779.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,50,13561050,PENDIDIKAN BAHASA INGGRIS,Sarjana,60,656.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,51,13561051,PENDIDIKAN BAHASA PRANCIS,Sarjana,30,71.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,53,13561053,SASTRA INDONESIA,Sarjana,30,212.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,54,13561054,SASTRA INGGRIS,Sarjana,54,552.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,55,13561055,SASTRA PRANCIS,Sarjana,36,74.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,56,13561056,ILMU SEJARAH,Sarjana,30,222.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,57,13561057,SASTRA JAWA,Sarjana,20,72.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,58,13561058,PENDIDIKAN BAHASA DAN SASTRA JAWA,Sarjana,40,228.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,61,13561061,PENDIDIKAN BAHASA JEPANG,Sarjana,30,278.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,62,13561062,PENDIDIKAN BAHASA ARAB,Sarjana,38,222.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,63,13561063,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,176,2304.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,64,13561064,PEND.GURU PEND. ANAK USIA DINI (PGPAUD),Sarjana,53,230.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,65,13561065,PENDIDIKAN TATA KECANTIKAN,Sarjana,30,431.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,66,13561066,PENDIDIKAN BAHASA MANDARIN,Sarjana,14,93.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,67,13561067,ILMU POLITIK,Sarjana,75,642.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,68,13561068,PENDIDIKAN JASMANI SEKOLAH DASAR,Sarjana,30,199.0,Olahraga,Jawa Tengah,,,
356,Universitas Negeri Semarang,69,13561070,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,45,332.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,70,13561071,PENDIDIKAN KESEJAHTERAAN KELUARGA,Sarjana,15,75.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,71,13561074,STATISTIKA DAN SAINS DATA,Sarjana,24,251.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,72,13561075,EKONOMI DAN KEUANGAN ISLAM,Sarjana,24,321.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,73,13561076,KEDOKTERAN,Sarjana,15,1000.0,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,74,13561077,ILMU KOMUNIKASI,Sarjana,36,,Tidak Ada,Jawa Tengah,,,
356,Universitas Negeri Semarang,76,13563073,STATISTIKA TERAPAN DAN KOMPUTASI,Diploma Tiga,12,1379.0,Tidak Ada,Jawa Tengah,,,
361,Universitas Gadjah Mada,1,13611001,BIOLOGI,Sarjana,68,516.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,2,13611002,FARMASI,Sarjana,72,2004.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,3,13611003,GEOGRAFI LINGKUNGAN,Sarjana,30,362.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,4,13611004,KARTOGRAFI DAN PENGINDERAAN JAUH,Sarjana,30,346.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,5,13611005,PEMBANGUNAN WILAYAH,Sarjana,24,289.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,6,13611006,KEDOKTERAN,Sarjana,53,3889.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,7,13611007,ILMU KEPERAWATAN,Sarjana,36,1178.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,8,13611008,GIZI,Sarjana,30,1092.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,9,13611009,KEDOKTERAN GIGI,Sarjana,47,1350.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,10,13611010,KEDOKTERAN HEWAN,Sarjana,60,789.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,11,13611011,FISIKA,Sarjana,21,151.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,12,13611012,KIMIA,Sarjana,45,414.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,13,13611013,MATEMATIKA,Sarjana,20,336.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,14,13611014,ILMU KOMPUTER,Sarjana,27,1219.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,15,13611015,STATISTIKA,Sarjana,20,544.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,16,13611016,GEOFISIKA,Sarjana,21,217.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,17,13611017,ELEKTRONIKA DAN INSTRUMENTASI,Sarjana,27,330.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,18,13611018,AGRONOMI,Sarjana,24,241.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,19,13611020,ILMU TANAH,Sarjana,23,216.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,20,13611021,EKONOMI PERTANIAN DAN AGRIBISNIS,Sarjana,27,483.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,21,13611022,PROTEKSI TANAMAN (ILMU HAMA DAN PENYAKIT TUMBUHAN),Sarjana,23,305.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,22,13611023,PENYULUHAN DAN KOMUNIKASI PERTANIAN,Sarjana,9,162.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,23,13611024,AKUAKULTUR (BUDIDAYA PERIKANAN),Sarjana,23,228.0,Tidak Ada,Yogyakarta,,,
361,Universitas Gadjah Mada,24,13611025,TEKNOLOGI HASIL PERIKANAN,Sarjana,23,129.0,Tidak Ada,Yogyakarta,,,
